Context,Utterance,Label
"oki ... . after more experiment ... i think i figuredpart of it out ... but , not how to fix it . __eou__ i look at log , and it say client reject from localhost ... __eou__ so , i guess mayb my iptabl firewal could be affect it . __eou__ i disabl that , and gnome start up right away . __eou__ so ... question be , how do i allow gnome to work proper with iptables.. __eou__ so ... i 'm -guessing- it be allow ... but , someth caus it to delay quit a bite and i do n't understand whi . __eou__ silli question , what 's the url of the pastebin thing again ? paste.ubuntu.nl ? __eou__ oh : o __eou__ __eot__ /topic __eou__ hello __eou__ __eot__",http : //book.opensourceproject.org.cn/distrib/ubuntu/unleashed/ __eou__,0
heya . what the current kernel-vers in kubuntu 10.10 ? __eou__ geez . __eou__ i just want to know wether a friend be realli run the latest version __eou__ 2.6.32-21 doe n't seem to current to me __eou__ __eot__ that the version that ship with lucid/10.04 __eou__ lsb_releas -a will show you what version of ubuntu they be run . __eou__ __eot__,thank __eou__,1
"hello __eou__ i have get some problem with ubuntu and grub __eou__ vfs : can not open root `` hdb5 '' or unknown-block ( 0,0 ) __eou__ pleas append a correct `` root= '' boot option __eou__ __eot__ where do you put / ? __eou__ __eot__ what suck it 's that you ca n't instal hoari gnoppix on the hd __eou__ __eot__","sure you can ... it exact the same as the instlal cd : / __eou__ cuz it how grub defin it.. : / __eou__ no ... first number defin disk ... second number defin partit ... it doe n't care about /boot etc ... it just point at such thing ... __eou__ cuz you re use warti : / __eou__ that make no sens ... but ok ... __eou__ no , becaus the error you re get be relat to grub , it not get as far as mount ... __eou__",1
"i be complet new to linux and need help instal ubuntu on my amd x2 dualcor . when start the instal , it say `` load linux kernel '' and load 40 % then stop . i ve tri 6,06 64 , 5.10 64 and 5.10 x86 . i tri with a debian instal disk ( 3.0 v2 ) and it load the kernel just fine . __eou__ __eot__ tri with acpi=off ? __eou__ __eot__",after experienc the way i be be fuck by intel not open their spec i would glad return to amd __eou__,0
how can i hide the mount xp icon on the desktop ? __eou__ how can i hide the mount xp icon on the desktop ? __eou__ __eot__ the disk look symbol ? __eou__ can someon help me with myquest ? i do alt + ctrl+f2 and i 'm lock out now . i restart and now i 'm like sscrew __eou__ __eot__,yeah bro __eou__ yeah bro __eou__,1
"what be better.. two monitor or one big one ? __eou__ __eot__ more real-est with 2 monitor , sure ? __eou__ __eot__",i tri all undernet server and ani of them work __eou__,0
apt-cach polici libc6 can show you __eou__ __eot__ benplaut 's system say not __eou__ __eot__ never do that again ... __eou__ it alreadi be __eou__ __eot__,realli ? that 's great : ) thank __eou__,1
ani 1 know how 2 instal vlc tar.gz file which be at my desktop . __eou__ __eot__ tar -zxvf filename.tar ( or http : //lmgtfy.com/ ? q=howto+tar.gz __eou__ you get ta be in the directori where the file be . __eou__ __eot__,there be error can not open : no such file or directori pls help __eou__,1
"i tri instal kubuntu-destop over ubuntu and dure the instal , packag configur ask me about default display manag . how can i set up guti such that kdm start for kde and gdm for gnome ? __eou__ __eot__ that doe n't make ani sens __eou__ __eot__ whi ? __eou__ __eot__ gdm or kdm be start befor you login to gnome or kde __eou__ it have no idea which one you re go to use __eou__ you use one or the other and login to either gnome or kde as you pleas __eou__ __eot__ then whi doe it say this multipl display manag can run simultan if they be configur to manag differ server ; to achiev this , configur the display manag accord , edit each of their init script in /etc/init.d , and disabl the check for a default display manag . __eou__ __eot__ you want to run multipl x server ? __eou__ just pick either gdm or kdm and use onli one x server __eou__ __eot__ i need to tri kde4 so what do you think should i do ? __eou__ __eot__ use kde4 have noth to do with your choic between kdm and gdm __eou__ pick either gdm or kdm and login to whatev you want through the session menu __eou__ __eot__",and what be the advantages/disadvantag . if it 's get noth to do with it then whi be there 2 displaymanag in the first place ? __eou__,1
"be there an equival to memtest86 for linux ? __eou__ __eot__ yes , memtest86 . __eou__ __eot__ haha , yeah , i do a littl bite of search and realiz how dumb that question be __eou__ __eot__",that 's okay : ) __eou__,1
"hi , how can i add ubuntu in grub config ? i add manual , but dont boot . __eou__ __eot__ ubuntu should have instal it , s own version of grub when you instal it __eou__ __eot__","i dont want ubuntu grub instal , i want a other from other linux box . __eou__",1
doe anyon have ani experi instal an ubuntu guest on vmware workstat 6.5 ? __eou__ __eot__ yes . what 's the problem ? __eou__ __eot__,"tbh , me too , but it in the factoid , and i like trigger command u.u . __eou__",0
"! alien __eou__ __eot__ he get ban __eou__ __eot__ good : ) __eou__ __eot__ erusul gizmo_the_great1 you can just use tar -xvf now for anyth .tar __eou__ dapper have firefox 2.0 in ! backport __eou__ __eot__ it 's not in backport for dapper , i look . __eou__ __eot__","no problem . you ll want to transfer that to the linux side howev you can , and then instal it with dpkg . __eou__",0
anybodi know how to get wireless work on a fresh instal __eou__ __eot__ what wireless card u get ? __eou__ __eot__,how can i tell ? __eou__ how can i tell ? __eou__,1
be there a way to defin the monitor and locat where an applicaiton will load ? __eou__ __eot__ with compiz it be yes __eou__ __eot__ yeah i have dual monitor be it possibl to specifi which monitor from the termin and the size __eou__ thank __eou__ __eot__ if you have compizconfig-settings-manag instal open that and go to the window manag categori and the place window plugin __eou__ ` which video card do you have ? __eou__ __eot__ gefroc 8600 gt __eou__ __eot__,"yes , dpkg -i work but whi isnt apt see the local file ? mayb i need someth in sources.list ? __eou__",0
the program php ' be current not instal . you can instal it by type : __eou__ same as befor __eou__ : ( __eou__ doe anyon els know how to fix this problem ? __eou__ __eot__ what problem can u repeat __eou__ __eot__ - i cant start apach becaus i get the error http : //pastie.org/585721 < -- - but when i tri to instal php it say it alreadi instal __eou__ __eot__ have you instal php5 apach packag ? php5-apach __eou__ __eot__ - i do n't think so __eou__ __eot__ just 1 sec __eou__ __eot__ - np __eou__ - 1 sec __eou__ - just instal libapache2-mod-php5 with apt-get ? __eou__ __eot__ yeah __eou__ be there ani other method ? instal mean that or synapt whichev __eou__ __eot__,must be your problem mate mine here be perfect fine __eou__ gutsi pidgin be top pal __eou__,0
"sinc i instal ubuntu 9.10 on my machin , it say `` no space leave on devic '' on my /home partit ... even though it 's onli full at 87 % as per df . anybodi face this issu ? __eou__ __eot__ have the partit fsck 'd __eou__ __eot__","i do umount , fsck -f /dev/sda9 ( my /home ) , remount . noth find and the problem be still here __eou__ furthermor , i have a dual boot system ubuntu 9.04/9.10 and the problem doe not appear on ubuntu 9.04 , with the same /home fs __eou__",1
i be tri to compil gen on ubuntu 7.04 and i keep get this messag when i attempt to run the ./configur script - bash : ./configur : /bin/sh^m : bad interpret : no such file or directori . __eou__ can anyon give me a clue ? __eou__ here be what i type __eou__ richard @ richard-laptop : ~/desktop/gensforlinux $ ./configur __eou__ bash : ./configur : /bin/sh^m : bad interpret : no such file or directori __eou__ __eot__ the packag with `` dos2unix '' in it be `` tofromdo '' __eou__ __eot__ what doe it do ? __eou__ __eot__,"the problem seem to be the file have do line end , and yeah it 's `` tofrodo '' __eou__ it will convert it to have unix line end __eou__",1
! anyon | noodles12 __eou__ ! enter | noodles12 __eou__ __eot__ what be you talk about ( with the bot ) ? __eou__ dont botspam __eou__ __eot__,- up2dat be the veri definit of shit __eou__,0
"! enter | dtownhero __eou__ __eot__ lol , uh ... . __eou__ __eot__",tri use pastebin for code exampl . it keep the cover more coher . __eou__,1
"will forward happen if /proc/sys/net/ipv4/ip_forward be 0 ? __eou__ so how do i make it 1 ? __eou__ __eot__ put a space between the 1 and the > __eou__ have you look on the wiki ? i think there 's a dialup howto there __eou__ __eot__ - yes , read that howto and it doe n't help with my `` user '' problem __eou__ __eot__ what problem be that ? __eou__ i think that 's what the dip ' group be for ; i can do pon < myispid > ' and i dialup ; unfortun , the modem applet doe requir a password __eou__ a possibl solut be to add user to the dip ' group , and add launcher to start/stop the connect __eou__ __eot__ - thank __eou__ __eot__ cool ; i 'm just check up on this dip thing , but i think i 'm right __eou__ oop . i 'm guess the dialout ' group be more like __eou__ __eot__ - the box be now at a friend hous - in an hour or so i will have one here to play with __eou__ __eot__","yes . after `` diff -r '' , i notic the -- spar switch on cpio and find it may be whi there be a differ , but be rather new , i 'm not entir certain . __eou__",0
"this isnt ' total relat , but i keep run out of space on my ubuntu instal . where be all the thing i can delet ? ( similar to window ' ttemp and temp internet file ? ) __eou__ __eot__ you can go through synapt remov instal you do n't need , and you can run filelight to find where all your space have go __eou__ __eot__",it some how fin other os 's on the harddriv and correct add them to the list . fedora doe not do that at all . __eou__,0
to instal lamp all i get ta do be `` sudo tasksel instal lamp-serv '' right ? __eou__ __eot__ yes __eou__ no . you ll need to instal that packag separ . __eou__ __eot__,"i see , thank , i just hope it just as good __eou__",1
"i just set up a samba newtwork , when i tri to connect from my xp machin it ask for a password , which would i use ? my ubuntu pass or my router pass __eou__ __eot__ ubuntu user __eou__ __eot__","it just prompt me again to enter , and add kdubuntu/kd __eou__",1
